Recognition,all_events,contacts,experiment,import_type,localization,math_events,montage,original_experiment,original_session,pairs,ps4_events,session,subject,subject_alias,system_version,task_events
,protocols/r1/subjects/R1398J/experiments/FR1/sessions/3/behavioral/current_processed/all_events.json,protocols/r1/subjects/R1398J/localizations/0/montages/0/neuroradiology/current_processed/contacts.json,FR1,build,0,protocols/r1/subjects/R1398J/experiments/FR1/sessions/3/behavioral/current_processed/math_events.json,0,,,protocols/r1/subjects/R1398J/localizations/0/montages/0/neuroradiology/current_processed/pairs.json,,3,R1398J,R1398J,3.3,protocols/r1/subjects/R1398J/experiments/FR1/sessions/3/behavioral/current_processed/task_events.json
,protocols/r1/subjects/R1398J/experiments/catFR1/sessions/0/behavioral/current_processed/all_events.json,protocols/r1/subjects/R1398J/localizations/0/montages/0/neuroradiology/current_processed/contacts.json,catFR1,build,0,protocols/r1/subjects/R1398J/experiments/catFR1/sessions/0/behavioral/current_processed/math_events.json,0,,,protocols/r1/subjects/R1398J/localizations/0/montages/0/neuroradiology/current_processed/pairs.json,,0,R1398J,R1398J,3.3,protocols/r1/subjects/R1398J/experiments/catFR1/sessions/0/behavioral/current_processed/task_events.json
,protocols/r1/subjects/R1398J/experiments/catFR1/sessions/1/behavioral/current_processed/all_events.json,protocols/r1/subjects/R1398J/localizations/0/montages/0/neuroradiology/current_processed/contacts.json,catFR1,build,0,protocols/r1/subjects/R1398J/experiments/catFR1/sessions/1/behavioral/current_processed/math_events.json,0,,,protocols/r1/subjects/R1398J/localizations/0/montages/0/neuroradiology/current_processed/pairs.json,,1,R1398J,R1398J,3.3,protocols/r1/subjects/R1398J/experiments/catFR1/sessions/1/behavioral/current_processed/task_events.json
False,protocols/r1/subjects/R1398J/experiments/catFR5/sessions/0/behavioral/current_processed/all_events.json,protocols/r1/subjects/R1398J/localizations/0/montages/0/neuroradiology/current_processed/contacts.json,catFR5,build,0,protocols/r1/subjects/R1398J/experiments/catFR5/sessions/0/behavioral/current_processed/math_events.json,0,,,protocols/r1/subjects/R1398J/localizations/0/montages/0/neuroradiology/current_processed/pairs.json,,0,R1398J,R1398J,3.3,protocols/r1/subjects/R1398J/experiments/catFR5/sessions/0/behavioral/current_processed/task_events.json
,protocols/r1/subjects/R1400N/experiments/catFR1/sessions/0/behavioral/current_processed/all_events.json,protocols/r1/subjects/R1400N/localizations/0/montages/0/neuroradiology/current_processed/contacts.json,catFR1,build,0,protocols/r1/subjects/R1400N/experiments/catFR1/sessions/0/behavioral/current_processed/math_events.json,0,CatFR1,,protocols/r1/subjects/R1400N/localizations/0/montages/0/neuroradiology/current_processed/pairs.json,,0,R1400N,R1400N,3.3,protocols/r1/subjects/R1400N/experiments/catFR1/sessions/0/behavioral/current_processed/task_events.json
,protocols/r1/subjects/R1400N/experiments/catFR1/sessions/1/behavioral/current_processed/all_events.json,protocols/r1/subjects/R1400N/localizations/0/montages/0/neuroradiology/current_processed/contacts.json,catFR1,build,0,protocols/r1/subjects/R1400N/experiments/catFR1/sessions/1/behavioral/current_processed/math_events.json,0,CatFR1,,protocols/r1/subjects/R1400N/localizations/0/montages/0/neuroradiology/current_processed/pairs.json,,1,R1400N,R1400N,3.3,protocols/r1/subjects/R1400N/experiments/catFR1/sessions/1/behavioral/current_processed/task_events.json
,protocols/r1/subjects/R1400N/experiments/catFR1/sessions/2/behavioral/current_processed/all_events.json,protocols/r1/subjects/R1400N/localizations/0/montages/0/neuroradiology/current_processed/contacts.json,catFR1,build,0,protocols/r1/subjects/R1400N/experiments/catFR1/sessions/2/behavioral/current_processed/math_events.json,0,CatFR1,,protocols/r1/subjects/R1400N/localizations/0/montages/0/neuroradiology/current_processed/pairs.json,,2,R1400N,R1400N,3.3,protocols/r1/subjects/R1400N/experiments/catFR1/sessions/2/behavioral/current_processed/task_events.json
,protocols/r1/subjects/R1400N/experiments/catFR1/sessions/3/behavioral/current_processed/all_events.json,protocols/r1/subjects/R1400N/localizations/0/montages/0/neuroradiology/current_processed/contacts.json,catFR1,build,0,protocols/r1/subjects/R1400N/experiments/catFR1/sessions/3/behavioral/current_processed/math_events.json,0,CatFR1,,protocols/r1/subjects/R1400N/localizations/0/montages/0/neuroradiology/current_processed/pairs.json,,3,R1400N,R1400N,3.3,protocols/r1/subjects/R1400N/experiments/catFR1/sessions/3/behavioral/current_processed/task_events.json
,protocols/r1/subjects/R1400N/experiments/catFR6/sessions/2/behavioral/current_processed/all_events.json,protocols/r1/subjects/R1400N/localizations/0/montages/0/neuroradiology/current_processed/contacts.json,catFR6,build,0,protocols/r1/subjects/R1400N/experiments/catFR6/sessions/2/behavioral/current_processed/math_events.json,0,CatFR6,,protocols/r1/subjects/R1400N/localizations/0/montages/0/neuroradiology/current_processed/pairs.json,,2,R1400N,R1400N,3.3,protocols/r1/subjects/R1400N/experiments/catFR6/sessions/2/behavioral/current_processed/task_events.json
,protocols/r1/subjects/R1400N/experiments/catFR6/sessions/3/behavioral/current_processed/all_events.json,protocols/r1/subjects/R1400N/localizations/0/montages/0/neuroradiology/current_processed/contacts.json,catFR6,build,0,protocols/r1/subjects/R1400N/experiments/catFR6/sessions/3/behavioral/current_processed/math_events.json,0,CatFR6,,protocols/r1/subjects/R1400N/localizations/0/montages/0/neuroradiology/current_processed/pairs.json,,3,R1400N,R1400N,3.3,protocols/r1/subjects/R1400N/experiments/catFR6/sessions/3/behavioral/current_processed/task_events.json
,protocols/r1/subjects/R1400N/experiments/catFR6/sessions/7/behavioral/current_processed/all_events.json,protocols/r1/subjects/R1400N/localizations/0/montages/0/neuroradiology/current_processed/contacts.json,catFR6,build,0,protocols/r1/subjects/R1400N/experiments/catFR6/sessions/7/behavioral/current_processed/math_events.json,0,CatFR6,,protocols/r1/subjects/R1400N/localizations/0/montages/0/neuroradiology/current_processed/pairs.json,,7,R1400N,R1400N,3.3,protocols/r1/subjects/R1400N/experiments/catFR6/sessions/7/behavioral/current_processed/task_events.json
,protocols/r1/subjects/R1400N/experiments/catFR6/sessions/8/behavioral/current_processed/all_events.json,protocols/r1/subjects/R1400N/localizations/0/montages/0/neuroradiology/current_processed/contacts.json,catFR6,build,0,protocols/r1/subjects/R1400N/experiments/catFR6/sessions/8/behavioral/current_processed/math_events.json,0,CatFR6,,protocols/r1/subjects/R1400N/localizations/0/montages/0/neuroradiology/current_processed/pairs.json,,8,R1400N,R1400N,3.3,protocols/r1/subjects/R1400N/experiments/catFR6/sessions/8/behavioral/current_processed/task_events.json
,protocols/r1/subjects/R1401J/experiments/FR1/sessions/0/behavioral/current_processed/all_events.json,protocols/r1/subjects/R1401J/localizations/0/montages/0/neuroradiology/current_processed/contacts.json,FR1,build,0,protocols/r1/subjects/R1401J/experiments/FR1/sessions/0/behavioral/current_processed/math_events.json,0,,,protocols/r1/subjects/R1401J/localizations/0/montages/0/neuroradiology/current_processed/pairs.json,,0,R1401J,R1401J,3.3,protocols/r1/subjects/R1401J/experiments/FR1/sessions/0/behavioral/current_processed/task_events.json
,protocols/r1/subjects/R1401J/experiments/catFR1/sessions/0/behavioral/current_processed/all_events.json,protocols/r1/subjects/R1401J/localizations/0/montages/0/neuroradiology/current_processed/contacts.json,catFR1,build,0,protocols/r1/subjects/R1401J/experiments/catFR1/sessions/0/behavioral/current_processed/math_events.json,0,,,protocols/r1/subjects/R1401J/localizations/0/montages/0/neuroradiology/current_processed/pairs.json,,0,R1401J,R1401J,3.3,protocols/r1/subjects/R1401J/experiments/catFR1/sessions/0/behavioral/current_processed/task_events.json
,protocols/r1/subjects/R1401J/experiments/catFR1/sessions/1/behavioral/current_processed/all_events.json,protocols/r1/subjects/R1401J/localizations/0/montages/0/neuroradiology/current_processed/contacts.json,catFR1,build,0,protocols/r1/subjects/R1401J/experiments/catFR1/sessions/1/behavioral/current_processed/math_events.json,0,,,protocols/r1/subjects/R1401J/localizations/0/montages/0/neuroradiology/current_processed/pairs.json,,1,R1401J,R1401J,3.3,protocols/r1/subjects/R1401J/experiments/catFR1/sessions/1/behavioral/current_processed/task_events.json
,protocols/r1/subjects/R1401J/experiments/catFR1/sessions/2/behavioral/current_processed/all_events.json,protocols/r1/subjects/R1401J/localizations/0/montages/0/neuroradiology/current_processed/contacts.json,catFR1,build,0,protocols/r1/subjects/R1401J/experiments/catFR1/sessions/2/behavioral/current_processed/math_events.json,0,,,protocols/r1/subjects/R1401J/localizations/0/montages/0/neuroradiology/current_processed/pairs.json,,2,R1401J,R1401J,3.3,protocols/r1/subjects/R1401J/experiments/catFR1/sessions/2/behavioral/current_processed/task_events.json
False,protocols/r1/subjects/R1401J/experiments/catFR5/sessions/0/behavioral/current_processed/all_events.json,protocols/r1/subjects/R1401J/localizations/0/montages/0/neuroradiology/current_processed/contacts.json,catFR5,build,0,protocols/r1/subjects/R1401J/experiments/catFR5/sessions/0/behavioral/current_processed/math_events.json,0,,,protocols/r1/subjects/R1401J/localizations/0/montages/0/neuroradiology/current_processed/pairs.json,,0,R1401J,R1401J,3.3,protocols/r1/subjects/R1401J/experiments/catFR5/sessions/0/behavioral/current_processed/task_events.json
False,protocols/r1/subjects/R1401J/experiments/catFR5/sessions/1/behavioral/current_processed/all_events.json,protocols/r1/subjects/R1401J/localizations/0/montages/0/neuroradiology/current_processed/contacts.json,catFR5,build,0,protocols/r1/subjects/R1401J/experiments/catFR5/sessions/1/behavioral/current_processed/math_events.json,0,,,protocols/r1/subjects/R1401J/localizations/0/montages/0/neuroradiology/current_processed/pairs.json,,1,R1401J,R1401J,3.3,protocols/r1/subjects/R1401J/experiments/catFR5/sessions/1/behavioral/current_processed/task_events.json
,protocols/r1/subjects/R1402E/experiments/FR1/sessions/0/behavioral/current_processed/all_events.json,protocols/r1/subjects/R1402E/localizations/0/montages/0/neuroradiology/current_processed/contacts.json,FR1,build,0,protocols/r1/subjects/R1402E/experiments/FR1/sessions/0/behavioral/current_processed/math_events.json,0,,,protocols/r1/subjects/R1402E/localizations/0/montages/0/neuroradiology/current_processed/pairs.json,,0,R1402E,R1402E,3.3,protocols/r1/subjects/R1402E/experiments/FR1/sessions/0/behavioral/current_processed/task_events.json
,protocols/r1/subjects/R1403N/experiments/catFR1/sessions/0/behavioral/current_processed/all_events.json,protocols/r1/subjects/R1403N/localizations/0/montages/0/neuroradiology/current_processed/contacts.json,catFR1,build,0,protocols/r1/subjects/R1403N/experiments/catFR1/sessions/0/behavioral/current_processed/math_events.json,0,CatFR1,,protocols/r1/subjects/R1403N/localizations/0/montages/0/neuroradiology/current_processed/pairs.json,,0,R1403N,R1403N,3.3,protocols/r1/subjects/R1403N/experiments/catFR1/sessions/0/behavioral/current_processed/task_events.json
,protocols/r1/subjects/R1403N/experiments/catFR1/sessions/1/behavioral/current_processed/all_events.json,protocols/r1/subjects/R1403N/localizations/0/montages/0/neuroradiology/current_processed/contacts.json,catFR1,build,0,protocols/r1/subjects/R1403N/experiments/catFR1/sessions/1/behavioral/current_processed/math_events.json,0,CatFR1,,protocols/r1/subjects/R1403N/localizations/0/montages/0/neuroradiology/current_processed/pairs.json,,1,R1403N,R1403N,3.3,protocols/r1/subjects/R1403N/experiments/catFR1/sessions/1/behavioral/current_processed/task_events.json
,protocols/r1/subjects/R1403N/experiments/catFR1/sessions/2/behavioral/current_processed/all_events.json,protocols/r1/subjects/R1403N/localizations/0/montages/0/neuroradiology/current_processed/contacts.json,catFR1,build,0,protocols/r1/subjects/R1403N/experiments/catFR1/sessions/2/behavioral/current_processed/math_events.json,0,CatFR1,,protocols/r1/subjects/R1403N/localizations/0/montages/0/neuroradiology/current_processed/pairs.json,,2,R1403N,R1403N,3.3,protocols/r1/subjects/R1403N/experiments/catFR1/sessions/2/behavioral/current_processed/task_events.json
,protocols/r1/subjects/R1403N/experiments/catFR1/sessions/4/behavioral/current_processed/all_events.json,protocols/r1/subjects/R1403N/localizations/0/montages/0/neuroradiology/current_processed/contacts.json,catFR1,build,0,protocols/r1/subjects/R1403N/experiments/catFR1/sessions/4/behavioral/current_processed/math_events.json,0,CatFR1,,protocols/r1/subjects/R1403N/localizations/0/montages/0/neuroradiology/current_processed/pairs.json,,4,R1403N,R1403N,3.3,protocols/r1/subjects/R1403N/experiments/catFR1/sessions/4/behavioral/current_processed/task_events.json
,protocols/r1/subjects/R1403N/experiments/catFR6/sessions/0/behavioral/current_processed/all_events.json,protocols/r1/subjects/R1403N/localizations/0/montages/0/neuroradiology/current_processed/contacts.json,catFR6,build,0,protocols/r1/subjects/R1403N/experiments/catFR6/sessions/0/behavioral/current_processed/math_events.json,0,CatFR6,,protocols/r1/subjects/R1403N/localizations/0/montages/0/neuroradiology/current_processed/pairs.json,,0,R1403N,R1403N,3.3,protocols/r1/subjects/R1403N/experiments/catFR6/sessions/0/behavioral/current_processed/task_events.json
,protocols/r1/subjects/R1404E/experiments/FR1/sessions/0/behavioral/current_processed/all_events.json,protocols/r1/subjects/R1404E/localizations/0/montages/0/neuroradiology/current_processed/contacts.json,FR1,build,0,protocols/r1/subjects/R1404E/experiments/FR1/sessions/0/behavioral/current_processed/math_events.json,0,,,protocols/r1/subjects/R1404E/localizations/0/montages/0/neuroradiology/current_processed/pairs.json,,0,R1404E,R1404E,3.3,protocols/r1/subjects/R1404E/experiments/FR1/sessions/0/behavioral/current_processed/task_events.json
,protocols/r1/subjects/R1404E/experiments/FR1/sessions/1/behavioral/current_processed/all_events.json,protocols/r1/subjects/R1404E/localizations/0/montages/0/neuroradiology/current_processed/contacts.json,FR1,build,0,protocols/r1/subjects/R1404E/experiments/FR1/sessions/1/behavioral/current_processed/math_events.json,0,,,protocols/r1/subjects/R1404E/localizations/0/montages/0/neuroradiology/current_processed/pairs.json,,1,R1404E,R1404E,3.3,protocols/r1/subjects/R1404E/experiments/FR1/sessions/1/behavioral/current_processed/task_events.json
,protocols/r1/subjects/R1404E/experiments/catFR1/sessions/0/behavioral/current_processed/all_events.json,protocols/r1/subjects/R1404E/localizations/0/montages/0/neuroradiology/current_processed/contacts.json,catFR1,build,0,protocols/r1/subjects/R1404E/experiments/catFR1/sessions/0/behavioral/current_processed/math_events.json,0,,,protocols/r1/subjects/R1404E/localizations/0/montages/0/neuroradiology/current_processed/pairs.json,,0,R1404E,R1404E,3.3,protocols/r1/subjects/R1404E/experiments/catFR1/sessions/0/behavioral/current_processed/task_events.json
,protocols/r1/subjects/R1404E/experiments/catFR1/sessions/1/behavioral/current_processed/all_events.json,protocols/r1/subjects/R1404E/localizations/0/montages/0/neuroradiology/current_processed/contacts.json,catFR1,build,0,protocols/r1/subjects/R1404E/experiments/catFR1/sessions/1/behavioral/current_processed/math_events.json,0,,,protocols/r1/subjects/R1404E/localizations/0/montages/0/neuroradiology/current_processed/pairs.json,,1,R1404E,R1404E,3.3,protocols/r1/subjects/R1404E/experiments/catFR1/sessions/1/behavioral/current_processed/task_events.json
,protocols/r1/subjects/R1404E/experiments/catFR6/sessions/0/behavioral/current_processed/all_events.json,protocols/r1/subjects/R1404E/localizations/0/montages/0/neuroradiology/current_processed/contacts.json,catFR6,build,0,protocols/r1/subjects/R1404E/experiments/catFR6/sessions/0/behavioral/current_processed/math_events.json,0,CatFR6,,protocols/r1/subjects/R1404E/localizations/0/montages/0/neuroradiology/current_processed/pairs.json,,0,R1404E,R1404E,3.3,protocols/r1/subjects/R1404E/experiments/catFR6/sessions/0/behavioral/current_processed/task_events.json
,protocols/r1/subjects/R1405E/experiments/FR1/sessions/0/behavioral/current_processed/all_events.json,protocols/r1/subjects/R1405E/localizations/0/montages/0/neuroradiology/current_processed/contacts.json,FR1,build,0,protocols/r1/subjects/R1405E/experiments/FR1/sessions/0/behavioral/current_processed/math_events.json,0,,,protocols/r1/subjects/R1405E/localizations/0/montages/0/neuroradiology/current_processed/pairs.json,,0,R1405E,R1405E,3.3,protocols/r1/subjects/R1405E/experiments/FR1/sessions/0/behavioral/current_processed/task_events.json
,protocols/r1/subjects/R1405E/experiments/FR1/sessions/1/behavioral/current_processed/all_events.json,protocols/r1/subjects/R1405E/localizations/1/montages/1/neuroradiology/current_processed/contacts.json,FR1,build,1,protocols/r1/subjects/R1405E/experiments/FR1/sessions/1/behavioral/current_processed/math_events.json,1,,,protocols/r1/subjects/R1405E/localizations/1/montages/1/neuroradiology/current_processed/pairs.json,,1,R1405E,R1405E_1,3.3,protocols/r1/subjects/R1405E/experiments/FR1/sessions/1/behavioral/current_processed/task_events.json
,protocols/r1/subjects/R1405E/experiments/catFR1/sessions/0/behavioral/current_processed/all_events.json,protocols/r1/subjects/R1405E/localizations/0/montages/0/neuroradiology/current_processed/contacts.json,catFR1,build,0,protocols/r1/subjects/R1405E/experiments/catFR1/sessions/0/behavioral/current_processed/math_events.json,0,,,protocols/r1/subjects/R1405E/localizations/0/montages/0/neuroradiology/current_processed/pairs.json,,0,R1405E,R1405E,3.3,protocols/r1/subjects/R1405E/experiments/catFR1/sessions/0/behavioral/current_processed/task_events.json
,protocols/r1/subjects/R1405E/experiments/catFR1/sessions/1/behavioral/current_processed/all_events.json,protocols/r1/subjects/R1405E/localizations/0/montages/0/neuroradiology/current_processed/contacts.json,catFR1,build,0,protocols/r1/subjects/R1405E/experiments/catFR1/sessions/1/behavioral/current_processed/math_events.json,0,,,protocols/r1/subjects/R1405E/localizations/0/montages/0/neuroradiology/current_processed/pairs.json,,1,R1405E,R1405E,3.3,protocols/r1/subjects/R1405E/experiments/catFR1/sessions/1/behavioral/current_processed/task_events.json
,protocols/r1/subjects/R1405E/experiments/catFR1/sessions/2/behavioral/current_processed/all_events.json,protocols/r1/subjects/R1405E/localizations/1/montages/1/neuroradiology/current_processed/contacts.json,catFR1,build,1,protocols/r1/subjects/R1405E/experiments/catFR1/sessions/2/behavioral/current_processed/math_events.json,1,,,protocols/r1/subjects/R1405E/localizations/1/montages/1/neuroradiology/current_processed/pairs.json,,2,R1405E,R1405E_1,3.3,protocols/r1/subjects/R1405E/experiments/catFR1/sessions/2/behavioral/current_processed/task_events.json
,protocols/r1/subjects/R1406M/experiments/FR1/sessions/3/behavioral/current_processed/all_events.json,protocols/r1/subjects/R1406M/localizations/0/montages/0/neuroradiology/current_processed/contacts.json,FR1,build,0,protocols/r1/subjects/R1406M/experiments/FR1/sessions/3/behavioral/current_processed/math_events.json,0,,,protocols/r1/subjects/R1406M/localizations/0/montages/0/neuroradiology/current_processed/pairs.json,,3,R1406M,R1406M,3.3,protocols/r1/subjects/R1406M/experiments/FR1/sessions/3/behavioral/current_processed/task_events.json
,protocols/r1/subjects/R1406M/experiments/FR1/sessions/4/behavioral/current_processed/all_events.json,protocols/r1/subjects/R1406M/localizations/0/montages/0/neuroradiology/current_processed/contacts.json,FR1,build,0,protocols/r1/subjects/R1406M/experiments/FR1/sessions/4/behavioral/current_processed/math_events.json,0,,,protocols/r1/subjects/R1406M/localizations/0/montages/0/neuroradiology/current_processed/pairs.json,,4,R1406M,R1406M,3.3,protocols/r1/subjects/R1406M/experiments/FR1/sessions/4/behavioral/current_processed/task_events.json
,protocols/r1/subjects/R1406M/experiments/catFR1/sessions/0/behavioral/current_processed/all_events.json,protocols/r1/subjects/R1406M/localizations/0/montages/0/neuroradiology/current_processed/contacts.json,catFR1,build,0,protocols/r1/subjects/R1406M/experiments/catFR1/sessions/0/behavioral/current_processed/math_events.json,0,,,protocols/r1/subjects/R1406M/localizations/0/montages/0/neuroradiology/current_processed/pairs.json,,0,R1406M,R1406M,3.3,protocols/r1/subjects/R1406M/experiments/catFR1/sessions/0/behavioral/current_processed/task_events.json
,protocols/r1/subjects/R1406M/experiments/catFR1/sessions/1/behavioral/current_processed/all_events.json,protocols/r1/subjects/R1406M/localizations/0/montages/0/neuroradiology/current_processed/contacts.json,catFR1,build,0,protocols/r1/subjects/R1406M/experiments/catFR1/sessions/1/behavioral/current_processed/math_events.json,0,,,protocols/r1/subjects/R1406M/localizations/0/montages/0/neuroradiology/current_processed/pairs.json,,1,R1406M,R1406M,3.3,protocols/r1/subjects/R1406M/experiments/catFR1/sessions/1/behavioral/current_processed/task_events.json
,protocols/r1/subjects/R1406M/experiments/catFR1/sessions/2/behavioral/current_processed/all_events.json,protocols/r1/subjects/R1406M/localizations/0/montages/0/neuroradiology/current_processed/contacts.json,catFR1,build,0,protocols/r1/subjects/R1406M/experiments/catFR1/sessions/2/behavioral/current_processed/math_events.json,0,,,protocols/r1/subjects/R1406M/localizations/0/montages/0/neuroradiology/current_processed/pairs.json,,2,R1406M,R1406M,3.3,protocols/r1/subjects/R1406M/experiments/catFR1/sessions/2/behavioral/current_processed/task_events.json
,protocols/r1/subjects/R1406M/experiments/catFR1/sessions/3/behavioral/current_processed/all_events.json,protocols/r1/subjects/R1406M/localizations/0/montages/0/neuroradiology/current_processed/contacts.json,catFR1,build,0,protocols/r1/subjects/R1406M/experiments/catFR1/sessions/3/behavioral/current_processed/math_events.json,0,,,protocols/r1/subjects/R1406M/localizations/0/montages/0/neuroradiology/current_processed/pairs.json,,3,R1406M,R1406M,3.3,protocols/r1/subjects/R1406M/experiments/catFR1/sessions/3/behavioral/current_processed/task_events.json
False,protocols/r1/subjects/R1406M/experiments/catFR5/sessions/0/behavioral/current_processed/all_events.json,protocols/r1/subjects/R1406M/localizations/0/montages/0/neuroradiology/current_processed/contacts.json,catFR5,build,0,protocols/r1/subjects/R1406M/experiments/catFR5/sessions/0/behavioral/current_processed/math_events.json,0,,,protocols/r1/subjects/R1406M/localizations/0/montages/0/neuroradiology/current_processed/pairs.json,,0,R1406M,R1406M,3.3,protocols/r1/subjects/R1406M/experiments/catFR5/sessions/0/behavioral/current_processed/task_events.json
,protocols/r1/subjects/R1408N/experiments/catFR1/sessions/0/behavioral/current_processed/all_events.json,protocols/r1/subjects/R1408N/localizations/0/montages/0/neuroradiology/current_processed/contacts.json,catFR1,build,0,protocols/r1/subjects/R1408N/experiments/catFR1/sessions/0/behavioral/current_processed/math_events.json,0,CatFR1,,protocols/r1/subjects/R1408N/localizations/0/montages/0/neuroradiology/current_processed/pairs.json,,0,R1408N,R1408N,3.3,protocols/r1/subjects/R1408N/experiments/catFR1/sessions/0/behavioral/current_processed/task_events.json
,protocols/r1/subjects/R1408N/experiments/catFR1/sessions/1/behavioral/current_processed/all_events.json,protocols/r1/subjects/R1408N/localizations/0/montages/0/neuroradiology/current_processed/contacts.json,catFR1,build,0,protocols/r1/subjects/R1408N/experiments/catFR1/sessions/1/behavioral/current_processed/math_events.json,0,CatFR1,,protocols/r1/subjects/R1408N/localizations/0/montages/0/neuroradiology/current_processed/pairs.json,,1,R1408N,R1408N,3.3,protocols/r1/subjects/R1408N/experiments/catFR1/sessions/1/behavioral/current_processed/task_events.json
,protocols/r1/subjects/R1409D/experiments/FR1/sessions/1/behavioral/current_processed/all_events.json,protocols/r1/subjects/R1409D/localizations/0/montages/0/neuroradiology/current_processed/contacts.json,FR1,build,0,protocols/r1/subjects/R1409D/experiments/FR1/sessions/1/behavioral/current_processed/math_events.json,0,,,protocols/r1/subjects/R1409D/localizations/0/montages/0/neuroradiology/current_processed/pairs.json,,1,R1409D,R1409D,3.3,protocols/r1/subjects/R1409D/experiments/FR1/sessions/1/behavioral/current_processed/task_events.json
,protocols/r1/subjects/R1409D/experiments/FR1/sessions/2/behavioral/current_processed/all_events.json,protocols/r1/subjects/R1409D/localizations/0/montages/0/neuroradiology/current_processed/contacts.json,FR1,build,0,protocols/r1/subjects/R1409D/experiments/FR1/sessions/2/behavioral/current_processed/math_events.json,0,,,protocols/r1/subjects/R1409D/localizations/0/montages/0/neuroradiology/current_processed/pairs.json,,2,R1409D,R1409D,3.3,protocols/r1/subjects/R1409D/experiments/FR1/sessions/2/behavioral/current_processed/task_events.json
,protocols/r1/subjects/R1409D/experiments/FR6/sessions/0/behavioral/current_processed/all_events.json,protocols/r1/subjects/R1409D/localizations/0/montages/0/neuroradiology/current_processed/contacts.json,FR6,build,0,protocols/r1/subjects/R1409D/experiments/FR6/sessions/0/behavioral/current_processed/math_events.json,0,,,protocols/r1/subjects/R1409D/localizations/0/montages/0/neuroradiology/current_processed/pairs.json,,0,R1409D,R1409D,3.3,protocols/r1/subjects/R1409D/experiments/FR6/sessions/0/behavioral/current_processed/task_events.json
,protocols/r1/subjects/R1409D/experiments/FR6/sessions/2/behavioral/current_processed/all_events.json,protocols/r1/subjects/R1409D/localizations/0/montages/0/neuroradiology/current_processed/contacts.json,FR6,build,0,protocols/r1/subjects/R1409D/experiments/FR6/sessions/2/behavioral/current_processed/math_events.json,0,,,protocols/r1/subjects/R1409D/localizations/0/montages/0/neuroradiology/current_processed/pairs.json,,2,R1409D,R1409D,3.3,protocols/r1/subjects/R1409D/experiments/FR6/sessions/2/behavioral/current_processed/task_events.json
,protocols/r1/subjects/R1409D/experiments/FR6/sessions/3/behavioral/current_processed/all_events.json,protocols/r1/subjects/R1409D/localizations/0/montages/0/neuroradiology/current_processed/contacts.json,FR6,build,0,protocols/r1/subjects/R1409D/experiments/FR6/sessions/3/behavioral/current_processed/math_events.json,0,,,protocols/r1/subjects/R1409D/localizations/0/montages/0/neuroradiology/current_processed/pairs.json,,3,R1409D,R1409D,3.3,protocols/r1/subjects/R1409D/experiments/FR6/sessions/3/behavioral/current_processed/task_events.json
,protocols/r1/subjects/R1409D/experiments/FR6/sessions/9/behavioral/current_processed/all_events.json,protocols/r1/subjects/R1409D/localizations/0/montages/0/neuroradiology/current_processed/contacts.json,FR6,build,0,protocols/r1/subjects/R1409D/experiments/FR6/sessions/9/behavioral/current_processed/math_events.json,0,,,protocols/r1/subjects/R1409D/localizations/0/montages/0/neuroradiology/current_processed/pairs.json,,9,R1409D,R1409D,3.3,protocols/r1/subjects/R1409D/experiments/FR6/sessions/9/behavioral/current_processed/task_events.json
,protocols/r1/subjects/R1409D/experiments/catFR1/sessions/1/behavioral/current_processed/all_events.json,protocols/r1/subjects/R1409D/localizations/0/montages/0/neuroradiology/current_processed/contacts.json,catFR1,build,0,protocols/r1/subjects/R1409D/experiments/catFR1/sessions/1/behavioral/current_processed/math_events.json,0,,,protocols/r1/subjects/R1409D/localizations/0/montages/0/neuroradiology/current_processed/pairs.json,,1,R1409D,R1409D,3.3,protocols/r1/subjects/R1409D/experiments/catFR1/sessions/1/behavioral/current_processed/task_events.json
,protocols/r1/subjects/R1409D/experiments/catFR1/sessions/2/behavioral/current_processed/all_events.json,protocols/r1/subjects/R1409D/localizations/0/montages/0/neuroradiology/current_processed/contacts.json,catFR1,build,0,protocols/r1/subjects/R1409D/experiments/catFR1/sessions/2/behavioral/current_processed/math_events.json,0,,,protocols/r1/subjects/R1409D/localizations/0/montages/0/neuroradiology/current_processed/pairs.json,,2,R1409D,R1409D,3.3,protocols/r1/subjects/R1409D/experiments/catFR1/sessions/2/behavioral/current_processed/task_events.json
,protocols/r1/subjects/R1409D/experiments/catFR1/sessions/3/behavioral/current_processed/all_events.json,protocols/r1/subjects/R1409D/localizations/0/montages/0/neuroradiology/current_processed/contacts.json,catFR1,build,0,protocols/r1/subjects/R1409D/experiments/catFR1/sessions/3/behavioral/current_processed/math_events.json,0,,,protocols/r1/subjects/R1409D/localizations/0/montages/0/neuroradiology/current_processed/pairs.json,,3,R1409D,R1409D,3.3,protocols/r1/subjects/R1409D/experiments/catFR1/sessions/3/behavioral/current_processed/task_events.json
,protocols/r1/subjects/R1409D/experiments/catFR6/sessions/0/behavioral/current_processed/all_events.json,protocols/r1/subjects/R1409D/localizations/0/montages/0/neuroradiology/current_processed/contacts.json,catFR6,build,0,protocols/r1/subjects/R1409D/experiments/catFR6/sessions/0/behavioral/current_processed/math_events.json,0,,,protocols/r1/subjects/R1409D/localizations/0/montages/0/neuroradiology/current_processed/pairs.json,,0,R1409D,R1409D,3.3,protocols/r1/subjects/R1409D/experiments/catFR6/sessions/0/behavioral/current_processed/task_events.json
